perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,no_of_premiums_paid,application_underwriting_score,renewal
0.474,12052,60150,0.0,0.0,0.0,8,98.8,1
0.368,15709,750050,0.0,0.0,0.0,13,99.26,1
0.055,29210,100050,0.0,0.0,0.0,10,99.52,1
0.81,18263,128770,2.0,2.0,0.0,9,99.66,1
0.32,18992,215630,0.0,0.0,0.0,22,98.16,1
0.079,25555,286110,1.0,0.0,0.0,23,98.52,1
0.161,15345,225140,0.0,0.0,0.0,13,99.28,1
0.461,17160,75100,0.0,0.0,0.0,5,99.17,1
0.162,17170,257500,0.0,0.0,0.0,15,98.76,1
0.799,12417,268600,0.0,0.0,0.0,10,99.22,1
0.025,22642,118390,0.0,0.0,0.0,11,99.35,1
0.021,18263,333120,0.0,0.0,0.0,13,99.08,0
0.0,20446,444050,0.0,0.0,0.0,9,99.26,1
0.012,28844,75050,0.0,0.0,0.0,9,99.88,1
0.319,17161,202610,0.0,0.0,0.0,13,99.13,1
0.473,21909,140860,0.0,0.0,0.0,9,98.52,1
0.046,27019,112550,0.0,0.0,0.0,10,99.44,1
0.6940000000000001,17531,155450,0.0,0.0,0.0,15,98.17,0
0.107,12060,96030,0.0,0.0,0.0,7,99.13,1
0.16399999999999998,25928,150050,0.0,0.0,0.0,4,99.88,1
0.193,26660,223810,0.0,0.0,0.0,12,99.55,1
0.011000000000000001,24831,170050,0.0,0.0,0.0,8,99.59,1
0.10800000000000001,21184,76770,0.0,0.0,0.0,8,98.98,1
0.017,23003,167540,0.0,0.0,0.0,16,97.19,1
0.0,18995,180030,0.0,0.0,0.0,7,98.86,1
0.33299999999999996,12784,204120,0.0,0.0,0.0,11,99.68,1
0.01,23738,140970,0.0,0.0,0.0,6,99.02,1
1.0,12784,86550,0.0,0.0,1.0,8,99.14,1
0.455,14607,222550,0.0,0.0,0.0,11,98.66,1
0.078,17167,120080,0.0,0.0,0.0,14,99.34,1
0.0,20815,226650,0.0,0.0,0.0,16,99.04,1
0.01,23733,315040,0.0,0.0,0.0,9,99.31,1
0.213,15336,155080,1.0,0.0,0.0,12,99.07,1
0.13699999999999998,33587,119270,1.0,0.0,0.0,13,99.36,1
1.0,15707,84060,0.0,0.0,0.0,8,97.74,1
0.816,12053,162570,0.0,0.0,0.0,4,99.57,1
0.0,23006,497700,0.0,0.0,0.0,17,98.66,1
0.379,16074,210150,1.0,0.0,0.0,12,99.22,1
0.21899999999999997,19723,90070,0.0,0.0,0.0,15,98.55,1
0.518,26292,495580,0.0,0.0,0.0,18,98.75,1
0.002,15709,375040,0.0,0.0,0.0,11,99.37,1
0.584,16436,360110,0.0,0.0,0.0,19,99.06,1
0.345,23009,459390,1.0,0.0,0.0,24,98.77,1
0.624,13154,81640,1.0,0.0,0.0,7,99.5,0
0.047,20088,450140,0.0,0.0,0.0,13,99.36,1
0.963,15701,127570,0.0,0.0,0.0,15,98.76,1
0.139,14978,352530,0.0,0.0,0.0,7,99.79,1
0.013999999999999999,17166,275120,0.0,0.0,0.0,10,99.31,1
0.002,14611,120070,0.0,0.0,0.0,14,98.93,1
0.273,21915,46590,1.0,0.0,0.0,10,98.74,1
1.0,21911,120070,0.0,0.0,0.0,3,99.6,1
0.039,30307,94830,0.0,0.0,0.0,4,99.88,1
0.271,16435,384150,0.0,0.0,0.0,12,99.35,1
0.179,10225,105050,1.0,0.0,0.0,8,99.5,1
0.087,24825,141100,0.0,0.0,0.0,10,99.33,1
0.738,12059,182590,0.0,0.0,0.0,8,98.88,1
0.032,24829,240120,1.0,0.0,0.0,17,99.17,1
0.124,15707,115220,0.0,0.0,0.0,9,97.04,1
0.002,25193,75100,0.0,0.0,0.0,9,99.06729119785638,1
0.01,30666,90090,0.0,0.0,0.0,7,99.89,1
0.506,22273,100070,0.0,0.0,1.0,7,99.15,1
0.0,11330,66060,0.0,0.0,0.0,8,98.25,1
0.251,14612,81390,1.0,0.0,0.0,7,98.77,1
0.191,12052,105040,0.0,0.0,0.0,7,98.35,1
0.084,18992,159140,0.0,1.0,1.0,11,99.27,1
0.0,17170,137590,0.0,0.0,0.0,7,99.22,1
0.021,24100,190650,0.0,0.0,0.0,14,99.19,1
0.6940000000000001,18621,330120,0.0,0.0,0.0,13,98.77,1
0.312,21545,103680,0.0,0.0,1.0,10,99.32,1
0.41100000000000003,10592,126050,2.0,0.0,0.0,14,99.29,1
0.863,16795,257440,1.0,0.0,0.0,11,99.42,1
0.507,10600,75130,0.0,0.0,1.0,8,98.74,1
0.052000000000000005,22639,326570,0.0,0.0,0.0,6,99.88,1
0.23399999999999999,13880,250110,0.0,0.0,0.0,9,98.6,1
0.243,27754,211060,0.0,0.0,0.0,3,99.88,1
0.0,13150,96070,0.0,0.0,0.0,4,99.53,1
0.732,19351,241650,0.0,0.0,0.0,12,99.28,1
0.324,19723,116620,0.0,0.0,0.0,6,99.75,1
0.073,20811,115540,0.0,0.0,0.0,12,99.05,1
0.002,24829,112630,0.0,0.0,0.0,11,99.61,1
0.005,27019,153250,0.0,0.0,0.0,12,99.58,1
0.009000000000000001,26293,143650,0.0,0.0,0.0,16,98.49,1
1.0,20454,105600,1.0,1.0,0.0,3,99.64,1
0.031,14980,155130,0.0,0.0,0.0,11,99.25,1
0.971,9864,180120,1.0,0.0,1.0,11,99.6,1
0.475,18261,315060,0.0,0.0,0.0,5,99.55,1
0.42700000000000005,16431,185220,1.0,0.0,0.0,8,99.34,1
0.027999999999999997,22271,282140,0.0,0.0,0.0,16,99.44,1
1.0,13510,165040,1.0,0.0,0.0,4,99.82,1
0.23,13880,184380,0.0,0.0,1.0,14,98.6,1
0.51,23366,390110,0.0,0.0,0.0,11,99.35,1
0.002,12417,184100,0.0,0.0,0.0,7,99.64,1
0.053,15337,111060,0.0,0.0,0.0,23,98.49,1
0.555,23004,77550,0.0,1.0,0.0,8,99.02,1
0.882,14247,198070,0.0,0.0,0.0,10,99.28,1
0.34,23740,246060,0.0,0.0,0.0,8,99.29,1
1.0,13510,29620,0.0,0.0,0.0,5,97.73,1
0.6559999999999999,18265,193610,0.0,0.0,0.0,7,98.5,1
0.004,20810,444130,2.0,0.0,0.0,25,98.21,1
0.068,17900,180060,0.0,0.0,0.0,15,98.96,1
0.145,17530,141070,0.0,0.0,0.0,6,99.56,1
0.7190000000000001,23007,68450,0.0,0.0,0.0,11,97.83,1
0.6579999999999999,23731,104130,0.0,0.0,0.0,7,99.15,1
0.235,12057,92750,0.0,0.0,0.0,11,99.51,1
0.018000000000000002,18261,105140,0.0,0.0,1.0,6,99.64,1
0.021,18260,540050,1.0,0.0,0.0,14,99.51,1
0.304,14607,147090,0.0,0.0,0.0,12,98.76,1
0.028999999999999998,26653,137530,1.0,0.0,0.0,13,99.87,1
0.287,14610,259640,0.0,0.0,0.0,16,99.13,1
0.496,15702,311070,0.0,0.0,0.0,8,99.42,1
0.0,19720,225100,1.0,0.0,0.0,7,98.79,0
0.145,19358,316320,0.0,0.0,0.0,12,99.17,1
0.304,17535,341360,0.0,0.0,0.0,17,99.58,1
0.040999999999999995,30673,90130,0.0,0.0,0.0,11,99.84,1
0.031,17896,300090,0.0,0.0,0.0,5,99.51,1
0.985,14249,100060,0.0,0.0,0.0,10,98.67,1
0.07,18626,208140,0.0,0.0,0.0,8,99.48,1
0.61,18629,216800,0.0,0.0,0.0,23,97.31,1
0.047,14974,290520,0.0,0.0,0.0,9,99.51,1
0.044000000000000004,17161,400140,2.0,0.0,0.0,18,98.24,1
0.256,8041,82470,0.0,0.0,0.0,4,99.89,1
0.2,12051,240120,0.0,0.0,0.0,8,99.21,1
0.8759999999999999,16795,75870,5.0,3.0,0.0,17,97.28,1
0.154,17895,540100,0.0,0.0,0.0,14,99.23,1
0.08800000000000001,13145,235120,0.0,0.0,0.0,11,99.35,1
0.015,24829,75090,0.0,0.0,0.0,11,98.73,1
1.0,11689,27100,1.0,0.0,1.0,8,94.89,1
0.1,14971,25060,0.0,0.0,0.0,8,99.06729119785638,1
0.898,9866,45110,1.0,0.0,0.0,7,99.58,1
0.825,25928,138130,0.0,0.0,0.0,11,98.27,1
0.239,24833,513150,0.0,0.0,0.0,19,99.41,1
0.079,11685,28580,0.0,0.0,0.0,10,98.49,1
0.645,15703,153130,0.0,0.0,0.0,9,99.08,1
0.048,24826,232640,0.0,0.0,0.0,15,99.83,1
0.003,20082,265370,1.0,0.0,0.0,14,99.63,1
0.025,24099,250010,0.0,0.0,0.0,13,99.5,1
0.0,25920,36130,0.0,0.0,0.0,9,98.46,1
0.011000000000000001,19721,386070,0.0,0.0,0.0,16,99.54,1
0.4,23369,210090,0.0,0.0,0.0,20,99.32,1
0.212,22643,511770,0.0,0.0,0.0,8,99.43,1
0.0,20448,159060,0.0,0.0,0.0,10,99.39,1
0.9640000000000001,17897,190050,0.0,0.0,1.0,5,99.17,0
0.042,21175,150110,0.0,0.0,0.0,12,98.78,1
0.063,18260,180060,0.0,0.0,0.0,11,96.98,0
0.139,8039,28020,0.0,0.0,0.0,5,99.85,1
0.6729999999999999,13877,61140,2.0,0.0,0.0,7,99.52,1
0.371,8770,63120,0.0,0.0,0.0,6,99.44,1
0.084,16801,169240,0.0,0.0,0.0,18,98.93,1
0.613,23737,232620,0.0,0.0,0.0,10,98.25,1
1.0,13876,213000,0.0,0.0,0.0,4,99.02,1
0.027999999999999997,18989,230020,0.0,0.0,0.0,9,99.38,1
0.435,20082,196640,0.0,0.0,0.0,8,99.33,1
0.084,12415,175130,0.0,0.0,0.0,15,98.61,1
0.001,19352,120120,0.0,0.0,0.0,12,99.22,1
0.055,24460,75100,0.0,0.0,0.0,5,99.85,1
0.0,18986,202580,1.0,0.0,0.0,5,99.67,1
0.551,19357,82600,0.0,0.0,0.0,10,97.29,1
0.077,10961,265360,0.0,0.0,0.0,18,98.95,1
0.9890000000000001,14614,153890,0.0,0.0,0.0,14,98.54,1
0.519,21906,247640,0.0,0.0,0.0,8,99.33,1
0.031,13883,75070,1.0,0.0,0.0,11,99.2,1
0.16699999999999998,15706,276010,4.0,0.0,0.0,13,97.49,1
0.077,14975,268270,0.0,0.0,0.0,6,98.94,1
0.322,18262,225540,0.0,0.0,0.0,19,98.62,1
0.114,19352,286950,0.0,0.0,0.0,11,98.46,1
0.6970000000000001,17527,301250,0.0,0.0,0.0,17,99.51,1
0.11599999999999999,17896,120100,0.0,0.0,0.0,8,99.86,1
0.905,13155,210030,0.0,0.0,0.0,17,99.07,1
1.0,19717,166300,0.0,0.0,0.0,5,99.54,1
0.02,31397,62560,0.0,0.0,0.0,8,99.87,1
0.19699999999999998,17525,89660,1.0,0.0,1.0,15,99.24,1
0.048,20445,165090,0.0,0.0,0.0,8,99.1,1
0.20800000000000002,29579,315110,0.0,0.0,0.0,6,99.88,1
0.015,25562,210130,0.0,0.0,0.0,11,99.4,1
0.048,29575,122600,0.0,0.0,0.0,11,99.84,1
0.004,25929,81050,0.0,0.0,0.0,11,98.94,1
0.016,23005,156530,0.0,0.0,0.0,15,99.47,1
0.013999999999999999,21908,510140,0.0,0.0,0.0,13,98.26,1
0.006999999999999999,18988,300060,0.0,0.0,0.0,7,99.06729119785638,1
0.023,29211,225140,0.0,0.0,0.0,9,99.5,1
0.24,12417,146580,0.0,0.0,0.0,6,99.24,1
0.053,18259,114350,0.0,0.0,0.0,5,99.86,1
0.516,19720,100090,0.0,0.0,0.0,3,99.88,1
0.36700000000000005,19352,252050,0.0,0.0,0.0,8,99.5,1
0.067,21913,190540,0.0,0.0,0.0,19,98.71,1
0.085,16073,186120,0.0,0.0,0.0,9,99.69,1
0.20800000000000002,16068,289910,0.0,0.0,0.0,8,99.06,1
0.182,23000,120030,0.0,0.0,0.0,10,99.18,1
0.008,20090,260650,0.0,0.0,0.0,14,99.32,1
0.051,15706,225120,0.0,0.0,0.0,6,99.78,1
0.01,15706,294120,0.0,0.0,0.0,11,99.1,1
0.997,20449,141030,2.0,0.0,0.0,13,99.65,0
0.154,23373,104180,2.0,0.0,0.0,10,98.04,1
0.032,23005,242830,0.0,0.0,0.0,8,99.88,1
0.389,10595,75030,0.0,0.0,0.0,4,99.51,1
0.052000000000000005,19722,100090,0.0,0.0,0.0,8,98.93,1
0.085,18260,231150,0.0,0.0,0.0,15,98.94,1
0.32,13881,213790,0.0,0.0,0.0,16,98.73,1
0.0,25555,56510,0.0,0.0,0.0,10,99.06729119785638,1
0.138,9496,157860,0.0,0.0,0.0,7,99.71,1
0.016,25559,87480,0.0,0.0,0.0,12,99.25,1
0.0,16067,225040,0.0,0.0,0.0,8,98.92,1
0.82,17527,91440,0.0,0.0,0.0,13,97.25,1
0.10099999999999999,14611,153540,0.0,0.0,0.0,22,98.79,1
1.0,14973,73980,0.0,1.0,1.0,3,99.42,1
0.0,21176,300030,0.0,0.0,0.0,7,99.76,1
1.0,25923,120110,0.0,0.0,0.0,5,99.06729119785638,1
0.29600000000000004,13516,208680,0.0,0.0,0.0,11,99.19,1
0.312,17533,163950,0.0,0.0,0.0,16,98.8,1
0.971,19351,177000,0.0,0.0,0.0,11,98.36,1
0.887,18623,217550,1.0,0.0,0.0,17,98.24,1
0.066,27749,195140,1.0,0.0,0.0,9,98.9,1
0.434,18625,1080110,2.0,0.0,0.0,13,99.89,0
0.621,16431,771030,0.0,0.0,0.0,13,99.47,1
1.0,18990,78060,1.0,0.0,0.0,4,99.33,0
0.008,27745,155810,0.0,0.0,0.0,16,99.61,1
0.0,28849,69100,0.0,0.0,0.0,3,99.06729119785638,1
0.05,27019,144620,0.0,0.0,0.0,7,99.35,1
0.102,28117,110870,0.0,0.0,0.0,4,99.86,1
0.718,15335,130260,0.0,0.0,0.0,11,98.72,1
1.0,22273,150030,0.0,0.0,0.0,10,98.87,1
0.036000000000000004,25925,90030,0.0,0.0,0.0,5,99.88,1
1.0,20454,105150,1.0,4.0,1.0,3,99.38,0
0.0,11330,90070,0.0,0.0,0.0,6,99.7,1
0.023,27748,305370,0.0,0.0,0.0,8,99.89,1
0.8240000000000001,15706,85850,0.0,0.0,0.0,8,97.45,1
0.302,16805,55560,0.0,0.0,0.0,8,99.8,0
0.0,17168,150900,0.0,0.0,0.0,10,99.26,1
0.20600000000000002,25199,80400,0.0,0.0,0.0,11,99.4,1
0.336,10962,132050,0.0,0.0,0.0,6,99.49,1
0.0,15337,294090,0.0,0.0,0.0,8,99.06729119785638,1
0.034,24105,310130,0.0,0.0,0.0,8,99.41,1
0.005,26655,67910,0.0,0.0,0.0,13,99.23,1
0.256,16799,85400,0.0,0.0,0.0,15,97.76,1
0.002,28482,90100,0.0,0.0,0.0,13,99.06729119785638,1
0.003,17170,328570,1.0,0.0,0.0,17,99.04,1
0.121,13155,84300,0.0,0.0,0.0,11,98.5,1
0.022000000000000002,31034,75080,0.0,0.0,0.0,8,99.85,1
0.805,15707,307070,0.0,0.0,0.0,14,98.67,1
0.094,25563,90040,0.0,0.0,0.0,11,99.78,1
0.054000000000000006,27381,115620,0.0,0.0,0.0,39,98.91,1
0.0,28111,66150,1.0,0.0,0.0,17,99.72,1
0.6829999999999999,10592,98270,0.0,1.0,0.0,10,99.49,1
0.012,21182,237510,1.0,0.0,0.0,14,98.75,1
0.183,12781,172200,0.0,0.0,0.0,13,99.77,1
0.012,24830,62520,0.0,0.0,0.0,5,99.89,1
0.085,23010,175060,0.0,0.0,0.0,36,99.56,1
0.004,14243,102080,1.0,0.0,0.0,12,99.07,1
0.004,16068,238850,3.0,0.0,0.0,10,97.42,1
0.115,13520,197580,1.0,0.0,0.0,12,99.5,1
0.841,14973,143660,0.0,0.0,0.0,9,98.78,1
1.0,10960,135050,1.0,0.0,1.0,7,99.07,1
0.001,20082,287590,0.0,0.0,0.0,10,98.33,1
0.025,21910,306140,0.0,0.0,0.0,16,99.24,1
0.264,21180,108120,0.0,0.0,0.0,27,98.01,1
0.012,23375,90100,0.0,0.0,0.0,10,99.05,1
0.8370000000000001,13152,180040,0.0,0.0,0.0,7,99.17,1
0.064,29576,212620,1.0,0.0,0.0,11,99.39,1
0.024,15703,201050,0.0,0.0,0.0,8,99.89,1
0.547,16072,246200,0.0,0.0,0.0,15,98.72,1
0.821,16066,215640,0.0,0.0,0.0,3,99.84,1
0.898,21541,205130,2.0,3.0,2.0,8,99.44,1
0.391,7671,57090,0.0,0.0,0.0,3,99.89,1
0.384,16802,162150,0.0,0.0,0.0,13,98.38,0
0.335,17534,250140,0.0,0.0,0.0,6,99.48,1
0.154,17532,46940,0.0,0.0,0.0,8,97.95,1
0.023,22275,195130,0.0,0.0,0.0,13,99.52,1
0.578,10234,32550,0.0,0.0,0.0,8,99.0,1
0.555,14978,421560,0.0,0.0,0.0,10,99.1,1
1.0,21543,67460,0.0,0.0,0.0,6,98.61,1
0.29,26652,147630,0.0,0.0,0.0,28,98.07,1
0.0,28112,110400,0.0,0.0,0.0,4,99.06729119785638,1
0.14800000000000002,13149,102090,1.0,0.0,0.0,12,98.06,1
1.0,12416,174030,0.0,0.0,0.0,3,99.77,1
0.07400000000000001,27019,54030,0.0,0.0,0.0,10,97.78,1
0.003,13511,95130,0.0,0.0,0.0,14,99.06729119785638,1
0.364,19359,100140,0.0,0.0,0.0,8,99.52,1
1.0,14613,153070,0.0,0.0,0.0,2,99.06729119785638,0
0.345,14606,275100,0.0,0.0,0.0,15,98.78,1
0.0,26659,135990,0.0,0.0,0.0,4,99.89,1
0.96,16439,64350,0.0,0.0,0.0,3,99.89,1
0.696,17533,195140,0.0,0.0,0.0,15,99.21,1
0.857,19357,118880,0.0,0.0,0.0,16,99.17,1
0.096,24461,120070,0.0,0.0,0.0,12,97.76,1
0.605,21542,166080,0.0,0.0,0.0,15,98.53,1
0.722,24825,194090,0.0,0.0,0.0,22,98.24,1
0.97,14977,190080,0.0,0.0,0.0,7,98.95,1
1.0,24835,76920,0.0,0.0,0.0,4,99.03,1
0.305,16796,60060,0.0,0.0,0.0,7,97.83,0
0.023,23007,130320,0.0,0.0,0.0,4,99.53,1
0.01,10959,224120,0.0,0.0,0.0,3,99.06729119785638,1
0.044000000000000004,21548,236420,0.0,0.0,0.0,9,99.17,1
0.815,17525,45070,2.0,3.0,0.0,5,98.05,0
1.0,20447,78150,0.0,0.0,0.0,6,98.62,1
0.4,18255,253910,1.0,0.0,1.0,11,99.18,1
0.28300000000000003,25924,125060,1.0,0.0,0.0,10,98.8,1
0.418,12417,201090,0.0,0.0,0.0,7,99.73,1
0.415,21182,90130,0.0,0.0,0.0,13,98.37,1
0.061,10233,90060,0.0,2.0,0.0,11,99.09,0
0.0,14976,264650,0.0,0.0,0.0,7,98.93,1
0.9790000000000001,20818,255030,0.0,0.0,1.0,9,99.17,1
0.8370000000000001,16436,180140,4.0,0.0,2.0,13,98.0,0
0.34600000000000003,14247,127270,0.0,0.0,0.0,8,98.83,1
0.027999999999999997,22645,118650,0.0,0.0,0.0,9,95.39,1
0.145,17168,151830,0.0,0.0,0.0,5,99.74,1
0.48,25191,180080,0.0,0.0,0.0,25,98.65,1
1.0,10600,217590,0.0,0.0,0.0,8,98.86,1
0.41600000000000004,15705,161570,1.0,0.0,0.0,16,99.53,1
0.004,24095,837150,0.0,0.0,0.0,12,99.72,1
0.053,23730,323860,1.0,0.0,0.0,14,99.03,1
0.001,20445,126090,0.0,0.0,0.0,13,99.54,1
0.057,12057,206470,0.0,0.0,0.0,6,99.06729119785638,1
0.971,17900,180120,0.0,0.0,0.0,11,97.37,1
0.7959999999999999,12054,134710,0.0,0.0,0.0,11,98.46,1
0.001,18259,234840,0.0,0.0,0.0,7,99.19,1
0.001,18994,190130,0.0,0.0,0.0,10,98.94,1
0.10300000000000001,21543,235060,0.0,0.0,0.0,13,99.69,1
0.052000000000000005,13145,360080,0.0,0.0,0.0,11,99.19,1
0.177,19358,127520,0.0,0.0,0.0,5,99.87,1
0.076,26650,55670,0.0,0.0,0.0,4,99.87,1
0.239,15342,256090,0.0,0.0,0.0,9,99.17,1
0.9690000000000001,23007,390050,0.0,0.0,0.0,12,99.02,1
0.006999999999999999,31398,232100,0.0,0.0,0.0,9,99.89,1
0.8009999999999999,22644,236550,1.0,0.0,0.0,15,99.27,1
0.742,15700,137520,2.0,0.0,0.0,7,99.24,0
0.03,16067,49550,0.0,1.0,0.0,13,99.31,1
0.40399999999999997,16797,234040,0.0,0.0,0.0,17,99.1,1
0.23600000000000002,24461,156070,0.0,0.0,0.0,16,99.54,1
0.41,24469,111060,0.0,0.0,0.0,6,99.21,1
0.261,9497,90050,0.0,0.0,0.0,9,99.4,1
0.894,14615,87060,1.0,0.0,0.0,8,98.44,1
0.705,18260,103290,0.0,0.0,0.0,14,97.78,1
0.424,17534,235430,1.0,0.0,0.0,15,99.1,1
1.0,9501,91200,0.0,0.0,0.0,4,99.57,1
0.031,21176,116350,0.0,0.0,1.0,9,99.88,1
0.9940000000000001,8770,30060,0.0,0.0,0.0,4,99.8,1
0.0,20447,105040,1.0,0.0,0.0,8,99.58,1
0.156,20811,400630,0.0,0.0,0.0,11,98.96,1
0.04,18255,216030,0.0,0.0,0.0,10,98.45,1
0.078,13881,372090,0.0,0.0,0.0,8,99.27,1
0.004,17900,200730,0.0,0.0,0.0,15,99.13,1
0.758,16798,148530,0.0,0.0,0.0,12,98.27,1
0.11900000000000001,10234,142650,1.0,0.0,0.0,8,99.79,1
0.013999999999999999,32492,59680,0.0,0.0,0.0,7,99.88,1
0.053,16066,60420,0.0,0.0,0.0,7,96.29,1
0.8190000000000001,12415,138030,0.0,0.0,0.0,9,98.59,1
0.022000000000000002,31763,315080,0.0,0.0,0.0,13,99.89,1
0.9740000000000001,20452,53790,1.0,0.0,1.0,7,99.69,1
0.05,26287,150040,0.0,0.0,0.0,10,99.88,1
0.14400000000000002,14242,185540,0.0,0.0,0.0,12,98.5,1
0.907,18258,90060,0.0,0.0,0.0,12,96.74,1
1.0,20086,175130,2.0,0.0,2.0,9,99.06729119785638,1
0.066,24828,150100,0.0,0.0,0.0,24,99.79,1
0.418,16074,125310,0.0,0.0,0.0,8,99.48,1
0.132,16802,319180,0.0,0.0,0.0,8,99.7,1
0.078,20814,150130,2.0,1.0,0.0,6,99.88,0
0.026000000000000002,17531,135110,0.0,0.0,0.0,8,98.94,1
0.9209999999999999,9868,73460,1.0,0.0,0.0,6,99.4,1
0.0,22643,81090,0.0,0.0,0.0,11,99.45,1
0.0,26288,137530,0.0,0.0,0.0,11,97.81,1
0.325,17893,84110,0.0,0.0,0.0,8,99.43,1
0.002,16803,94600,1.0,0.0,0.0,4,99.06729119785638,1
0.6779999999999999,17900,135130,0.0,0.0,0.0,15,98.88,1
0.882,18623,127500,1.0,0.0,0.0,12,98.75,0
1.0,8769,24720,0.0,1.0,0.0,3,99.06729119785638,1
0.9520000000000001,18258,105070,0.0,0.0,0.0,7,98.59,1
0.03,24462,54360,0.0,0.0,0.0,10,99.37,1
0.551,17167,537090,0.0,0.0,0.0,22,98.76,1
0.9209999999999999,16068,158260,1.0,0.0,0.0,11,98.67,0
0.596,11329,191390,1.0,0.0,0.0,11,99.04,1
0.138,18625,325480,0.0,0.0,0.0,16,99.0,1
0.158,18989,254760,0.0,0.0,0.0,17,98.96,1
0.272,22642,336030,0.0,0.0,0.0,17,99.19,1
0.052000000000000005,25928,300150,0.0,0.0,0.0,17,99.33,1
0.484,20819,60040,0.0,0.0,0.0,5,99.86,1
0.003,26286,51140,0.0,0.0,0.0,18,99.32,1
1.0,18987,288090,0.0,0.0,0.0,18,98.2,1
0.163,23737,137610,0.0,0.0,0.0,15,98.76,1
0.39799999999999996,27749,360380,1.0,0.0,0.0,14,99.57,0
1.0,19355,209100,0.0,0.0,0.0,9,98.73,1
0.021,23740,395050,0.0,0.0,0.0,7,99.89,1
0.002,21550,168040,0.0,0.0,0.0,10,99.28,1
0.011000000000000001,27381,87150,0.0,0.0,0.0,9,99.64,1
0.095,23366,130740,0.0,0.0,0.0,12,97.55,1
0.382,14247,219150,0.0,0.0,0.0,8,99.12,1
0.37200000000000005,11686,123100,0.0,0.0,1.0,15,98.91,1
0.039,17160,200130,0.0,0.0,0.0,12,99.46,1
0.005,16440,258110,0.0,0.0,0.0,13,99.42,1
0.363,11694,149900,0.0,0.0,0.0,5,99.87,0
0.315,11326,135460,0.0,0.0,0.0,5,99.35,1
0.003,17530,270110,0.0,0.0,0.0,13,99.06729119785638,1
0.006,22278,164860,0.0,0.0,0.0,8,99.06729119785638,1
0.013999999999999999,25561,127600,0.0,0.0,0.0,5,99.89,1
0.028999999999999998,23006,165090,0.0,0.0,0.0,10,98.42,1
0.0,10959,186130,0.0,0.0,1.0,13,99.51,1
0.040999999999999995,13878,300070,0.0,0.0,0.0,15,99.32,1
0.802,17170,315080,3.0,0.0,0.0,9,99.16,1
0.013999999999999999,21550,127720,0.0,0.0,0.0,10,99.02,1
0.264,23730,315100,0.0,0.0,0.0,11,99.48,1
0.095,17167,187570,0.0,0.0,0.0,10,99.05,1
0.046,15338,267630,0.0,1.0,0.0,7,99.18,0
0.488,19720,235080,0.0,0.0,0.0,18,99.02,1
0.131,17162,48200,0.0,0.0,0.0,5,96.77,1
0.846,22636,168510,2.0,1.0,1.0,11,98.9,0
0.838,10232,72820,2.0,2.0,0.0,7,99.8,1
0.075,16797,255120,0.0,0.0,0.0,10,99.13,1
0.496,21184,112530,0.0,0.0,0.0,8,98.75,1
0.515,14613,300050,0.0,0.0,0.0,16,98.43,1
0.7070000000000001,16433,120080,0.0,0.0,0.0,12,97.44,1
0.7659999999999999,17893,132030,1.0,1.0,0.0,7,99.65,0
0.017,19355,270090,0.0,0.0,0.0,8,99.17,1
0.013999999999999999,29210,60150,0.0,0.0,0.0,16,99.86,1
0.41600000000000004,21914,87600,0.0,0.0,0.0,16,98.26,1
0.62,20453,133790,0.0,0.0,0.0,9,98.69,1
0.005,27385,62640,0.0,0.0,0.0,12,99.46,1
0.0,14971,34620,0.0,0.0,0.0,7,99.58,1
1.0,17168,75120,0.0,0.0,0.0,4,97.79,1
0.7709999999999999,17532,330050,0.0,0.0,0.0,7,99.49,1
0.03,28485,214930,0.0,0.0,0.0,9,99.14,1
0.732,25196,375030,1.0,0.0,1.0,12,99.15,1
0.0,26656,240050,0.0,0.0,0.0,9,99.27,1
1.0,12053,87400,0.0,5.0,0.0,3,99.06729119785638,0
0.0,19715,87110,0.0,0.0,0.0,12,98.97,1
0.585,24825,195050,0.0,0.0,1.0,5,99.26,1
1.0,27752,91690,1.0,1.0,0.0,8,99.0,1
0.03,28484,137640,0.0,0.0,0.0,11,99.64,1
1.0,16801,56510,0.24867094638647877,0.07818847484828728,0.060008024474647675,2,99.06729119785638,1
0.48100000000000004,11686,75050,0.0,0.0,0.0,7,99.09,1
0.047,10597,228570,0.0,0.0,0.0,9,99.88,1
0.222,15701,182600,0.0,0.0,0.0,15,98.43,1
0.033,22644,355560,0.0,0.0,0.0,30,99.38,1
0.39399999999999996,17525,94650,0.0,0.0,0.0,9,96.74,1
0.9179999999999999,24462,87580,0.0,0.0,0.0,10,98.55,1
0.228,17892,75030,1.0,0.0,0.0,7,99.12,1
0.402,14248,221110,0.0,0.0,0.0,14,98.95,1
0.903,17160,251960,0.0,0.0,0.0,10,99.11,1
0.08,19360,225150,3.0,0.0,0.0,15,99.79,1
0.033,12790,112640,0.0,0.0,0.0,5,98.13,1
1.0,13884,30070,0.0,3.0,0.0,2,99.77,0
0.006999999999999999,15703,162130,0.0,0.0,0.0,12,99.37,1
0.083,18627,235460,0.0,0.0,0.0,21,98.75,1
0.08,26654,239850,0.0,0.0,0.0,10,99.85,1
0.0,20453,55010,0.0,0.0,0.0,5,98.75,1
0.0,10591,219980,0.0,0.0,0.0,9,99.11,1
